"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-28"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 울산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6688","울산광역시 남구 야음동","789-6","0789","0006","동부3","134.9800","202507","23","56,500","302","20","개인","개인","1996","야음로 24","-","중개거래","울산 남구","25.10.20"
"6689","울산광역시 남구 무거동","569-4","0569","0004","협성벽산","70.8600","202507","23","16,000","-","5","개인","개인","1990","대학로21번길 25","-","중개거래","울산 남구","25.10.20"
"6690","울산광역시 동구 서부동","257-4","0257","0004","현대패밀리서부","59.7800","202507","23","11,400","105","5","개인","개인","1992","방어진순환도로 995","-","중개거래","울산 동구","25.10.31"
"6691","울산광역시 동구 서부동","1055","1055","0000","울산지웰시티자이2단지","84.9839","202507","23","50,000","206","1","개인","개인","2023","서부로 51","-","중개거래","울산 동구","25.10.29"
"6692","울산광역시 남구 야음동","796-17","0796","0017","신선","46.5300","202507","23","14,000","102","10","개인","개인","1995","야음로 4","-","중개거래","울산 남구","25.10.15"
"6693","울산광역시 남구 야음동","878","0878","0000","롯데캐슬골드1단지","129.5300","202507","23","65,000","115","15","개인","개인","2008","신선로 45","-","중개거래","울산 남구","25.08.25"
"6694","울산광역시 남구 야음동","881","0881","0000","롯데캐슬골드2단지","84.9600","202507","23","48,850","206","3","개인","개인","2008","신선로 46","-","중개거래","울산 남구","25.08.14"
"6695","울산광역시 남구 야음동","868-3","0868","0003","그랜드타운","41.2500","202507","23","10,300","101","3","개인","개인","1999","신남로 8-8","-","중개거래","울산 남구","25.08.13"
"6696","울산광역시 남구 야음동","487-8","0487","0008","더샵번영센트로","59.9811","202507","23","56,800","-","2","개인","개인","2023","번영로16번길 19","20250911","중개거래","울산 남구","-"
"6697","울산광역시 남구 야음동","868-3","0868","0003","그랜드타운","41.2500","202507","23","8,200","101","4","개인","개인","1999","신남로 8-8","-","중개거래","울산 남구","25.08.29"
"6698","울산광역시 중구 반구동","22-19","0022","0019","해룡타워시티","84.8936","202507","23","23,500","1","8","개인","개인","2007","구교8길 81","-","중개거래","울산 중구","25.09.22"
"6699","울산광역시 동구 동부동","120-1","0120","0001","한라오로라타워","59.5950","202507","23","8,000","-","13","개인","개인","1993","동해안로 98","-","직거래","-","25.07.24"
"6700","울산광역시 중구 학산동","93-3","0093","0003","정림탑스빌","84.9619","202507","23","24,000","-","12","개인","개인","2004","장춘로 164","-","중개거래","울산 중구","25.08.18"
"6701","울산광역시 남구 무거동","1535-1","1535","0001","무거한라1차","59.4000","202507","23","15,700","-","16","개인","개인","1996","신복로46번길 26","-","중개거래","울산 남구","25.08.14"
"6702","울산광역시 남구 무거동","1535-1","1535","0001","무거한라1차","84.8100","202507","23","21,500","-","6","개인","개인","1996","신복로46번길 26","-","중개거래","울산 남구","25.08.14"
"6703","울산광역시 동구 화정동","162","0162","0000","대송현대1","59.8450","202507","23","10,000","104","5","개인","개인","1990","대송2길 10","-","직거래","-","25.07.25"
"6704","울산광역시 동구 화정동","949","0949","0000","힐스테이트 이스턴베이","84.9083","202507","23","40,500","104동","20","개인","개인","2015","화진길 100","-","직거래","-","25.10.30"
"6705","울산광역시 남구 달동","1352-5","1352","0005","달동현대1","71.6700","202507","23","28,000","104","6","개인","개인","1990","삼산중로 83","-","중개거래","울산 남구","25.10.31"
"6706","울산광역시 남구 무거동","832-2","0832","0002","무거현대","62.8800","202507","23","14,500","102","2","개인","개인","1995","신복로71번길 13","-","중개거래","울산 남구","25.09.29"
"6707","울산광역시 남구 달동","883-5","0883","0005","백조리치빌","84.0500","202507","23","22,000","-","4","개인","개인","2003","삼산로77번길 13","-","직거래","-","25.08.14"
"6708","울산광역시 남구 달동","758","0758","0000","달동삼성2","84.9300","202507","23","30,500","202","3","개인","개인","1997","신정로17번길 6","-","중개거래","울산 남구, 울산 중구","25.09.19"
"6709","울산광역시 남구 달동","1352-5","1352","0005","달동현대1","71.6700","202507","23","28,000","-","6","개인","개인","1990","삼산중로 83","20250723","중개거래","울산 남구","-"
"6710","울산광역시 남구 무거동","478-1","0478","0001","울산옥현주공2","59.8900","202507","23","31,800","203","15","개인","개인","2000","옥현로 92-12","-","중개거래","울산 중구","25.12.17"
"6711","울산광역시 남구 삼산동","172-1","0172","0001","세양청구마을","59.9800","202507","23","24,100","109","8","개인","개인","1997","돋질로401번길 12","-","중개거래","울산 남구","25.10.31"
"6712","울산광역시 남구 삼산동","182-1","0182","0001","아데라움","84.9991","202507","23","50,500","104","13","개인","개인","2005","강남로 348","-","중개거래","울산 남구","25.10.20"
"6713","울산광역시 동구 화정동","949","0949","0000","힐스테이트 이스턴베이","68.9796","202507","23","34,800","114동","18","개인","개인","2015","화진길 100","-","중개거래","울산 동구","25.09.15"
"6714","울산광역시 동구 화정동","949","0949","0000","힐스테이트 이스턴베이","101.9441","202507","23","48,500","107동","12","개인","개인","2015","화진길 100","-","중개거래","울산 동구","25.09.30"
"6715","울산광역시 남구 신정동","1879","1879","0000","풍진힐그린타운","70.7233","202507","23","31,500","풍진힐그린타운","13","개인","개인","2010","팔등로 47","-","중개거래","울산 남구","25.09.19"
"6716","울산광역시 남구 신정동","602-6","0602","0006","비발디칸2차","81.1210","202507","23","25,300","-","6","개인","법인","2017","월평로25번길 13","-","중개거래","울산 남구","25.09.08"
"6717","울산광역시 동구 전하동","625-2","0625","0002","대성휴원","69.7118","202507","23","14,000","101","4","개인","개인","2006","진성1길 19","-","중개거래","울산 동구","25.09.05"
"6718","울산광역시 북구 중산동","533","0533","0000","대암훼미리101동","59.9100","202507","23","4,500","101","3","개인","개인","1993","이화2길 13","-","중개거래","울산 북구","25.09.04"
"6719","울산광역시 울주군 범서읍 구영리","209-1","0209","0001","구영2차푸르지오","71.9400","202507","23","40,500","506","16","개인","개인","2007","구영로 101-7","-","중개거래","울산 울주군","25.10.28"
"6720","울산광역시 북구 달천동","1-5","0001","0005","달천아이파크1차","134.9050","202507","23","45,000","107","9","개인","개인","2008","달천로 50","-","중개거래","울산 북구","25.09.15"
"6721","울산광역시 울주군 언양읍 서부리","411","0411","0000","서울산한신휴플러스","72.3852","202507","23","27,700","103","14","개인","개인","2013","웃방천1길 48","-","중개거래","울산 울주군","25.12.01"
"6722","울산광역시 북구 매곡동","917","0917","0000","오토밸리로효성해링턴플레이스아파트","84.7991","202507","23","36,300","102동","6","개인","개인","2016","신천로 105","-","중개거래","울산 북구","25.07.31"
"6723","울산광역시 북구 매곡동","897","0897","0000","드림인시티에일린의뜰1차","101.3721","202507","23","47,600","109동","21","개인","개인","2017","호계매곡1로 31","-","중개거래","울산 북구","25.11.17"
"6724","울산광역시 울주군 범서읍 구영리","205","0205","0000","동문굿모닝힐","81.5678","202507","23","40,900","103","2","개인","개인","2007","구영로 75-25","-","중개거래","울산 울주군","25.09.05"
"6725","울산광역시 북구 신천동","486-1","0486","0001","호계청구타운","59.9400","202507","23","13,500","101","14","개인","개인","1998","호계로 402","-","중개거래","울산 북구","25.09.24"
"6726","울산광역시 울주군 온산읍 덕신리","184","0184","0000","덕신천지","59.9250","202507","23","14,200","103","5","개인","개인","2005","영남4길 22","-","중개거래","울산 울주군","25.08.20"
"6727","울산광역시 울주군 범서읍 구영리","796-2","0796","0002","한신","79.3200","202507","23","22,950","202","12","개인","개인","1994","점촌4길 77","-","중개거래","울산 울주군","25.10.29"
"6728","울산광역시 북구 연암동","415","0415","0000","벽산늘푸른","59.4850","202507","23","21,300","109","7","개인","개인","1994","상방로 160","-","중개거래","울산 북구","25.08.22"
"6729","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","59.8500","202507","23","22,750","110","4","개인","개인","2016","중산서로 19","-","중개거래","울산 북구","25.09.12"
"6730","울산광역시 북구 화봉동","667-1","0667","0001","한우리","129.9000","202507","22","31,000","4","1","개인","개인","1994","상방로 12","-","중개거래","울산 북구","25.11.21"
"6731","울산광역시 울주군 범서읍 구영리","211-1","0211","0001","호반베르디움","71.0548","202507","22","35,000","-","9","개인","개인","2007","대리로 15-12","-","중개거래","울산 울주군","-"
"6732","울산광역시 울주군 범서읍 구영리","370-1","0370","0001","구영지구푸르지오1단지","84.9950","202507","22","36,100","101","1","개인","개인","2006","대리2길 48","-","직거래","-","25.08.05"
"6733","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","84.9210","202507","22","24,200","107","1","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","25.09.18"
"6734","울산광역시 북구 중산동","617","0617","0000","현대글로리아","84.9800","202507","22","15,700","102","11","개인","개인","1996","이화5길 23","-","중개거래","울산 북구","25.08.07"
"6735","울산광역시 북구 산하동","968-1","0968","0001","울산블루마시티푸르지오","59.9833","202507","22","19,300","103","3","개인","개인","2014","강동산하5로 66","-","중개거래","울산 북구","25.09.30"
"6736","울산광역시 북구 천곡동","410-1","0410","0001","쌍용아진그린4","59.9500","202507","22","15,200","411","16","개인","개인","1998","천곡남로 38","-","중개거래","울산 남구, 울산 북구","25.09.25"
"6737","울산광역시 북구 신천동","530-1","0530","0001","극동스타클래스","84.9421","202507","22","27,800","106","14","개인","개인","2007","신천로 27","-","중개거래","울산 북구","25.10.21"
"6738","울산광역시 중구 북정동","128-1","0128","0001","동양아파트3동","66.0600","202507","22","43,615","-","4","개인","개인","1980","북부순환도로 562","-","중개거래","울산 중구","-"
"6739","울산광역시 남구 야음동","487-8","0487","0008","더샵번영센트로","59.9811","202507","22","61,000","101동","21","개인","개인","2023","번영로16번길 19","-","중개거래","울산 남구","25.09.19"
"6740","울산광역시 남구 야음동","937","0937","0000","힐스테이트수암(1단지)","59.9467","202507","22","61,500","107","20","개인","개인","2019","중앙로47번길 27","-","중개거래","울산 남구","25.10.20"
"6741","울산광역시 남구 신정동","602-6","0602","0006","비발디칸2차","81.1210","202507","22","25,500","-","7","개인","개인","2017","월평로25번길 13","-","중개거래","울산 남구","25.08.14"
"6742","울산광역시 동구 방어동","59-1","0059","0001","대왕암엘크루","74.5400","202507","22","31,700","205","10","개인","개인","2014","등대4길 26","-","중개거래","울산 동구","25.09.19"
"6743","울산광역시 동구 방어동","219","0219","0000","에스코빌7차B동","75.7666","202507","22","14,000","B","7","개인","개인","2013","서진3길 44","-","중개거래","울산 동구","25.08.14"
"6744","울산광역시 동구 전하동","665","0665","0000","전하국민","53.5000","202507","22","9,000","에이","1","개인","개인","1983","진성10길 77","-","중개거래","울산 동구","25.09.01"
"6745","울산광역시 동구 동부동","150","0150","0000","현대패밀리동부","49.8500","202507","22","10,000","115","3","법인","개인","1993","안산로 50","-","직거래","-","25.07.31"
"6746","울산광역시 중구 학성동","356","0356","0000","학성동파크디아채","84.9853","202507","22","34,000","-","7","개인","개인","2019","학성로 218","-","중개거래","울산 남구, 울산 중구","25.09.19"
"6747","울산광역시 중구 우정동","369-1","0369","0001","선경2차","84.9400","202507","22","39,500","203","13","개인","개인","1997","유곡로 10","-","중개거래","울산 중구","25.09.10"
"6748","울산광역시 남구 삼산동","182-1","0182","0001","아데라움","84.9991","202507","22","51,000","106","14","개인","개인","2005","강남로 348","-","중개거래","울산 남구","25.12.10"
"6749","울산광역시 남구 무거동","477-1","0477","0001","울산옥현1주공","59.8900","202507","22","25,800","110","15","개인","개인","2000","옥현로 92-13","-","중개거래","울산 남구","25.10.28"
"6750","울산광역시 중구 반구동","448-3","0448","0003","반구신동아파밀리에","84.9140","202507","22","38,900","102","9","개인","개인","2014","반구정15길 8","-","중개거래","울산 중구","25.09.16"
"6751","울산광역시 중구 반구동","796-1","0796","0001","헤븐에이레네","80.3012","202507","22","24,500","-","7","개인","개인","2004","내황7길 71","-","중개거래","울산 중구","-"
"6752","울산광역시 남구 달동","758-2","0758","0002","달동삼성1","77.0400","202507","22","27,000","달동삼성아파트 101","10","개인","개인","1997","신정로17번길 5","-","중개거래","울산 남구","25.07.24"
"6753","울산광역시 남구 무거동","478-1","0478","0001","울산옥현주공2","59.8900","202507","21","27,500","205","13","개인","개인","2000","옥현로 92-12","-","직거래","-","25.07.24"
"6754","울산광역시 남구 무거동","1584","1584","0000","무거동롯데캐슬","84.8942","202507","21","44,000","102","5","개인","개인","2009","신복로79번길 14","-","중개거래","울산 남구","25.08.25"
"6755","울산광역시 남구 무거동","1527-4","1527","0004","울산대이즈플레이스","60.6100","202507","21","26,750","-","4","개인","개인","2018","신복로6번길 17","-","중개거래","울산 남구","25.08.25"
"6756","울산광역시 남구 무거동","1551","1551","0000","무거청구맨션","84.8700","202507","21","25,500","무거청구맨션 101동","6","개인","개인","1997","신복로72번길 28-23","-","중개거래","울산 남구, 울산 울주군","25.10.20"
"6757","울산광역시 동구 동부동","421","0421","0000","벽산유토피아","81.7900","202507","21","13,500","102","8","개인","개인","1993","옥류로 92","-","중개거래","울산 동구","25.09.12"
"6758","울산광역시 중구 교동","216-1","0216","0001","교동","52.8600","202507","21","39,150","에이","3","개인","개인","1980","초은길 5","-","중개거래","울산 중구","25.08.29"
"6759","울산광역시 남구 두왕동","747-2","0747","0002","대공원호반베르디움2차","84.9801","202507","21","49,000","208동","11","개인","개인","2020","테크노산업로82번길 52","-","중개거래","울산 남구","25.10.31"
"6760","울산광역시 동구 전하동","301-28","0301","0028","대경넥스빌","83.7657","202507","21","24,000","101","14","개인","개인","2004","바드래길 110","-","중개거래","울산 동구","25.08.04"
"6761","울산광역시 남구 신정동","1334-38","1334","0038","남산포스코더샵","84.9422","202507","21","40,000","102","3","개인","개인","2004","봉월로 133","-","중개거래","울산 남구","25.09.12"
"6762","울산광역시 중구 우정동","385","0385","0000","선경1차","59.3350","202507","21","21,000","-","15","개인","개인","1994","우정3길 9","20250806","중개거래","울산 중구","-"
"6763","울산광역시 중구 우정동","723-1","0723","0001","청우하이츠","59.2500","202507","21","15,500","101","13","개인","개인","1995","평동길 26","-","중개거래","울산 중구","25.09.16"
"6764","울산광역시 중구 우정동","385","0385","0000","선경1차","59.3350","202507","21","21,000","6","15","개인","개인","1994","우정3길 9","-","중개거래","울산 중구","25.09.30"
"6765","울산광역시 동구 화정동","162","0162","0000","대송현대1","59.8450","202507","21","10,800","104","4","개인","개인","1990","대송2길 10","-","중개거래","울산 동구","25.08.12"
"6766","울산광역시 중구 서동","42-4","0042","0004","한라하야트","84.8500","202507","21","20,800","-","5","개인","개인","1993","동천4길 15","-","중개거래","울산 중구","25.10.21"
"6767","울산광역시 동구 서부동","257-4","0257","0004","현대패밀리서부","59.7800","202507","21","10,300","116","1","개인","개인","1992","방어진순환도로 995","-","중개거래","울산 동구","25.07.30"
"6768","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","84.8500","202507","21","34,500","-","13","개인","개인","2005","봉수로 450","20250723","중개거래","울산 동구","-"
"6769","울산광역시 동구 서부동","1049","1049","0000","울산지웰시티자이1단지","84.9957","202507","21","59,000","104","29","개인","개인","2023","서부로 50","-","중개거래","울산 동구","25.09.30"
"6770","울산광역시 남구 달동","775-6","0775","0006","어울림","59.8500","202507","21","23,500","103","1","개인","개인","1999","도산로77번길 4","-","중개거래","울산 남구","25.10.20"
"6771","울산광역시 남구 신정동","1639-51","1639","0051","문수로IPARK2","84.3093","202507","21","91,000","208","20","개인","개인","2003","문수로409번길 23","-","중개거래","울산 남구","25.08.28"
"6772","울산광역시 남구 신정동","851-20","0851","0020","신정현대홈타운4","59.9700","202507","21","31,900","401","18","개인","개인","2001","대암로 51","-","중개거래","울산 남구","25.08.29"
"6773","울산광역시 남구 달동","1330-1","1330","0001","삼산선경","84.9750","202507","21","30,500","3","11","개인","개인","1991","돋질로 262","-","중개거래","울산 남구","25.09.18"
"6774","울산광역시 남구 야음동","730-6","0730","0006","한라훼미리","83.9400","202507","21","21,500","201","2","개인","개인","1991","신남로 8-17","-","중개거래","울산 남구","25.10.31"
"6775","울산광역시 남구 야음동","911","0911","0000","대현더샵","84.8580","202507","21","79,500","205동","11","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","25.10.15"
"6776","울산광역시 남구 야음동","730-6","0730","0006","한라훼미리","83.9400","202507","21","21,500","-","2","개인","개인","1991","신남로 8-17","20250730","중개거래","울산 남구","-"
"6777","울산광역시 남구 삼산동","1529-2","1529","0002","대우푸르지오","84.8612","202507","21","45,500","102","9","개인","개인","2004","돋질로339번길 35","-","중개거래","울산 남구","25.09.17"
"6778","울산광역시 남구 야음동","730-6","0730","0006","한라훼미리","83.9400","202507","21","21,500","-","2","개인","개인","1991","신남로 8-17","20250724","중개거래","울산 남구","-"
"6779","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","84.8500","202507","21","34,500","114","13","개인","개인","2005","봉수로 450","-","중개거래","울산 동구","25.09.30"
"6780","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","84.8500","202507","21","34,500","-","13","개인","개인","2005","봉수로 450","20250903","중개거래","울산 동구","-"
"6781","울산광역시 남구 무거동","488-13","0488","0013","옥현으뜸마을주공3","59.7800","202507","21","32,500","315","7","개인","개인","2001","옥현로 34","-","중개거래","울산 남구","25.11.14"
"6782","울산광역시 북구 신천동","358-9","0358","0009","협성노블리스","59.9450","202507","21","17,100","-","8","개인","개인","2003","호계로 309-20","-","중개거래","울산 북구","-"
"6783","울산광역시 울주군 범서읍 구영리","370-1","0370","0001","구영지구푸르지오1단지","66.6950","202507","21","33,000","103","9","개인","개인","2006","대리2길 48","-","중개거래","울산 울주군","25.10.13"
"6784","울산광역시 북구 신천동","530-1","0530","0001","극동스타클래스","84.9421","202507","21","26,000","107","5","개인","개인","2007","신천로 27","-","중개거래","울산 북구, 울산 중구","25.09.03"
"6785","울산광역시 울주군 청량읍 상남리","878-1","0878","0001","덕하상남지구골드클래스","59.9126","202507","21","26,000","105동","6","개인","개인","2017","상남길 25","-","중개거래","울산 울주군","25.11.24"
"6786","울산광역시 울주군 범서읍 구영리","370-1","0370","0001","구영지구푸르지오1단지","84.9950","202507","21","42,600","105","3","개인","개인","2006","대리2길 48","-","중개거래","울산 울주군","25.11.14"
"6787","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","59.9890","202507","21","18,600","105","2","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","25.09.16"
"6788","울산광역시 북구 화봉동","1491-3","1491","0003","지웰푸르지오","84.9523","202507","21","59,200","103동","10","개인","개인","2019","박상진4로 72","-","중개거래","울산 북구, 울산 중구","25.09.29"
"6789","울산광역시 울주군 온양읍 대안리","542","0542","0000","대안IPARK","84.8600","202507","21","20,300","106","9","개인","개인","1993","남창강변로 102","-","중개거래","울산 울주군","25.10.21"
"6790","울산광역시 울주군 삼남읍 교동리","1678","1678","0000","경동우신알프스타운","45.0646","202507","21","7,300","102","2","개인","개인","2015","작괘들길 41","-","직거래","-","25.07.28"
"6791","울산광역시 울주군 온양읍 망양리","가-5-1","0005","0001","회야리버","45.0730","202507","21","7,200","106","9","개인","개인","2000","원동2길 19-2","-","중개거래","울산 울주군","25.08.29"
"6792","울산광역시 북구 매곡동","897","0897","0000","드림인시티에일린의뜰1차","71.8830","202507","21","38,300","103동","8","개인","개인","2017","호계매곡1로 31","-","중개거래","울산 북구","25.10.27"
"6793","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","104.1191","202507","21","41,750","111","30","개인","개인","2011","매산로 65","-","중개거래","울산 북구","25.10.13"
"6794","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","84.8844","202507","21","33,500","210","25","개인","개인","2011","매산로 66","-","직거래","-","25.08.26"
"6795","울산광역시 울주군 온산읍 덕신리","1329-4","1329","0004","덕신동백","49.8500","202507","21","7,500","104","10","개인","개인","1996","영남7길 21","-","중개거래","부산 기장군","25.07.23"
"6796","울산광역시 울주군 삼남읍 교동리","1678-3","1678","0003","울산역신도시동문디이스트","84.8840","202507","21","46,500","104동","32","개인","개인","2019","울산역로 274","-","중개거래","울산 울주군","25.09.11"
"6797","울산광역시 북구 매곡동","422-2","0422","0002","현대파크맨션","71.1300","202507","20","15,100","102","6","개인","개인","1996","신기3길 19-6","-","중개거래","울산 북구","25.09.15"
"6798","울산광역시 북구 상안동","381-1","0381","0001","쌍용아진그린타운2","59.9800","202507","20","14,350","201","10","개인","개인","1996","아진로 75","-","중개거래","울산 북구","25.10.14"
"6799","울산광역시 북구 연암동","415","0415","0000","벽산늘푸른","59.4850","202507","20","19,700","104","1","개인","개인","1994","상방로 160","-","중개거래","울산 북구","25.08.25"
"6800","울산광역시 북구 산하동","1033-1","1033","0001","울산블루마시티2차푸르지오","84.9350","202507","20","27,500","105","3","개인","개인","2015","강동산하2로 43","-","중개거래","울산 북구","25.07.23"
"6801","울산광역시 북구 송정동","1207-3","1207","0003","울산송정한양수자인","84.9843","202507","20","54,800","102동","6","개인","개인","2019","박상진3로 25","-","중개거래","울산 북구","25.08.25"
"6802","울산광역시 북구 중산동","1317-3","1317","0003","U-스타시티일동미라주더스타2단지","84.8941","202507","20","37,000","202동","5","개인","개인","2018","중산로 47","-","중개거래","울산 북구","25.09.30"
"6803","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","84.9164","202507","20","28,500","101","3","개인","개인","2016","중산서로 19","-","중개거래","울산 북구","25.09.26"
"6804","울산광역시 북구 명촌동","BL-115","0115","0000","평창리비에르3차","84.9841","202507","20","36,000","-","11","개인","개인","2003","명촌15길 10","-","중개거래","울산 북구","-"
"6805","울산광역시 북구 매곡동","422-2","0422","0002","현대파크맨션","71.1300","202507","20","15,100","-","6","개인","개인","1996","신기3길 19-6","20250720","중개거래","울산 북구","-"
"6806","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","160.3387","202507","20","47,000","-","13","개인","개인","2011","매산로 66","-","중개거래","울산 북구","-"
"6807","울산광역시 북구 매곡동","422-2","0422","0002","현대파크맨션","71.1300","202507","20","15,100","-","6","개인","개인","1996","신기3길 19-6","20250721","중개거래","울산 북구","-"
"6808","울산광역시 울주군 언양읍 어음리","175","0175","0000","e편한세상울산역어반스퀘어","59.9318","202507","20","31,300","107동","2","개인","개인","2022","언양로 77","-","중개거래","울산 울주군, 울산 중구","25.09.15"
"6809","울산광역시 북구 신천동","530-1","0530","0001","극동스타클래스","84.9421","202507","20","25,500","-","1","개인","개인","2007","신천로 27","-","중개거래","울산 북구","-"
"6810","울산광역시 북구 화봉동","667-1","0667","0001","한우리","99.8400","202507","20","26,300","5","8","개인","개인","1994","상방로 12","-","중개거래","울산 북구","25.08.25"
"6811","울산광역시 북구 화봉동","1485-2","1485","0002","울산송정금강펜테리움그린테라스1차","84.5900","202507","20","53,300","101","7","개인","개인","2019","화산로 75","-","중개거래","울산 북구","25.12.15"
"6812","울산광역시 울주군 범서읍 구영리","204-1","0204","0001","구영1차우미린","67.9250","202507","20","37,800","309","18","개인","개인","2007","구영로 75-9","-","중개거래","울산 울주군","25.10.02"
"6813","울산광역시 울주군 범서읍 구영리","205","0205","0000","동문굿모닝힐","84.9768","202507","20","47,000","102","20","개인","개인","2007","구영로 75-25","-","중개거래","울산 울주군","25.11.07"
"6814","울산광역시 울주군 온양읍 대안리","417","0417","0000","미도파","59.7600","202507","20","9,300","102","11","법인","개인","1993","연안2길 22","-","중개거래","울산 울주군","25.08.28"
"6815","울산광역시 중구 복산동","460-72","0460","0072","번영로센트리지","59.8650","202507","20","60,000","-","7","개인","개인","2023","복산1길 1","-","중개거래","울산 중구","-"
"6816","울산광역시 중구 유곡동","117-7","0117","0007","평동그린빌","72.8550","202507","20","23,700","-","2","개인","개인","1991","평동5길 37","-","중개거래","울산 중구","25.09.11"
"6817","울산광역시 중구 유곡동","259","0259","0000","우정혁신도시1차동원로얄듀크","84.9997","202507","20","54,800","-","18","개인","개인","2013","종가로 250","20250910","중개거래","울산 중구","-"
"6818","울산광역시 남구 옥동","255-2","0255","0002","옥동삼익","84.8700","202507","20","63,500","101","8","개인","개인","1999","문수로302번길 8","-","중개거래","울산 남구","25.08.28"
"6819","울산광역시 중구 복산동","460-72","0460","0072","번영로센트리지","84.9860","202507","20","81,000","507","15","개인","개인","2023","복산1길 1","-","중개거래","울산 중구","25.10.31"
"6820","울산광역시 중구 복산동","460-72","0460","0072","번영로센트리지","59.9460","202507","20","55,200","208","2","개인","개인","2023","복산1길 1","-","중개거래","울산 중구","25.11.28"
"6821","울산광역시 남구 신정동","1853","1853","0000","신성미소지움2단지","84.9500","202507","20","50,000","206","20","개인","개인","2007","대암로 26","-","중개거래","울산 남구","25.09.09"
"6822","울산광역시 중구 남외동","500","0500","0000","에일린의뜰","114.7345","202507","20","62,000","103","14","개인","개인","2007","남외1길 105","-","중개거래","울산 중구","25.10.29"
"6823","울산광역시 중구 학성동","203-12","0203","0012","강변경남팰리스","84.8149","202507","20","34,800","-","12","개인","개인","2022","내황7길 21","-","중개거래","울산 중구","25.09.17"
"6824","울산광역시 남구 신정동","1639-51","1639","0051","문수로IPARK2","84.3093","202507","20","88,800","202","6","개인","개인","2003","문수로409번길 23","-","중개거래","울산 남구","25.09.01"
"6825","울산광역시 중구 반구동","679","0679","0000","e편한세상강변","74.8417","202507","20","48,500","111","16","개인","개인","2015","반구로 55","-","중개거래","울산 중구","25.10.10"
"6826","울산광역시 동구 전하동","301-24","0301","0024","전하동현대홈타운","84.8400","202507","20","24,000","107","3","개인","개인","2002","봉수로 370","-","중개거래","울산 동구","25.09.15"
"6827","울산광역시 중구 반구동","679","0679","0000","e편한세상강변","84.9946","202507","20","52,300","102","5","개인","개인","2015","반구로 55","-","중개거래","울산 중구","25.12.19"
"6828","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","69.9430","202507","20","59,500","-","8","개인","개인","2017","약사로 20","-","직거래","-","-"
"6829","울산광역시 중구 약사동","1108","1108","0000","울산약사더샵","84.9450","202507","20","69,500","105동","6","개인","개인","2017","약사로 20","-","중개거래","울산 중구","25.10.15"
"6830","울산광역시 남구 야음동","401-1","0401","0001","울산호수공원대명루첸아파트","73.0200","202507","20","58,200","108","19","개인","개인","2020","신선로 186","-","중개거래","울산 남구","25.12.16"
"6831","울산광역시 남구 달동","118-3","0118","0003","달동주공1단지","51.6600","202507","20","18,800","107","14","개인","개인","1993","번영로107번길 22","-","중개거래","울산 남구","25.11.14"
"6832","울산광역시 동구 전하동","782","0782","0000","스위첸웰츠타워2단지","76.3540","202507","19","37,700","201동","5","개인","개인","2023","방어진순환도로 865","-","중개거래","울산 동구","25.11.28"
"6833","울산광역시 중구 우정동","172","0172","0000","마제스타워","84.9865","202507","19","35,500","103","4","개인","개인","2009","학성로 1","-","중개거래","울산 중구","25.10.01"
"6834","울산광역시 중구 유곡동","259","0259","0000","우정혁신도시1차동원로얄듀크","84.9997","202507","19","54,800","104","18","개인","개인","2013","종가로 250","-","중개거래","울산 중구","25.09.10"
